home_team,away_team,season,prob_home,prob_draw,prob_away
Sunderland,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Birmingham City,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Derby County,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Stoke City,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Hull City,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Reading,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Everton,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Watford,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
West Bromwich Albion,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Wolverhampton Wanderers,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Burnley,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Blackpool,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Norwich City,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Swansea City,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
